A,B,C,D,E,F,G,H,X,Y
85,507,782,3130,9,21,295563,78209,0,85
26,158,461,1843,76,64,2287992,46176,0,26
34,207,479,1914,82,28,2470284,47982,0,34
54,321,202,810,51,97,1546491,20251,0,54
71,425,625,2498,71,77,2151531,62571,0,71
40,242,413,1650,90,57,2712171,41390,0,40
45,271,410,1640,90,16,2713548,41090,0,45
51,305,215,859,61,76,1845528,21561,0,51
55,329,207,828,87,3,2626509,20787,0,55
31,183,654,2615,93,55,2799465,65493,0,31
99,595,761,3046,77,9,2339727,76177,0,99
39,231,58,232,33,69,1001907,5833,0,39
87,521,254,1017,96,69,2906307,25496,0,87
48,290,26,104,50,9,1514427,2650,0,48
57,341,58,234,94,90,2837370,5894,0,57
68,410,554,2218,48,58,1460574,55448,0,68
30,182,591,2362,35,70,1059210,59135,0,30
48,286,138,554,60,49,1814547,13860,0,48
25,153,858,3434,82,88,2467764,85882,0,25
12,69,40,160,26,80,783840,4026,0,12
10,58,948,3792,41,12,1233036,94841,0,10
8,49,516,2066,47,83,1412649,51647,0,8
0,1,602,2407,19,9,570027,60219,0,0
45,271,465,1859,34,22,1033566,46534,0,45
71,424,900,3598,78,44,2361432,90078,0,71
26,156,66,262,47,65,1417995,6647,0,26
5,32,63,250,85,32,2551596,6385,0,5
38,230,428,1712,7,83,221649,42807,0,38
89,531,861,3442,15,97,476991,86115,0,89
43,258,869,3474,89,21,2682963,86989,0,43
11,65,784,3136,57,93,1713579,78457,0,11
79,475,590,2362,45,74,1373922,59045,0,79
97,582,194,774,76,20,2309160,19476,0,97
27,163,729,2915,83,37,2498211,72983,0,27
53,319,316,1262,16,86,496158,31616,0,53
64,383,708,2834,52,29,1579287,70852,0,64
72,434,172,689,30,51,921753,17230,0,72
79,477,322,1286,69,30,2093790,32269,0,79
55,327,477,1906,97,2,2926506,47797,0,55
72,432,72,286,70,2,2121606,7270,0,72
78,469,589,2355,5,64,173592,58905,0,78
30,179,863,3452,46,8,1389024,86346,0,30
23,138,463,1851,76,51,2287053,46376,0,23
57,340,503,2013,62,5,1877115,50362,0,57
69,417,98,394,74,60,2240880,9874,0,69
25,147,301,1204,21,44,637632,30121,0,25
44,264,662,2646,82,50,2473350,66282,0,44
78,465,969,3875,31,12,953436,96931,0,78
63,381,632,2526,95,96,2869188,63295,0,63
89,534,287,1148,90,86,2726958,28790,0,89
37,224,806,3226,10,86,311358,80610,0,37
88,528,866,3464,65,25,1976475,86665,0,88
31,186,154,614,65,39,1959417,15465,0,31
74,446,979,3918,8,41,262323,97908,0,74
31,183,660,2640,65,42,1959426,66065,0,31
13,79,848,3391,43,53,1294059,84843,0,13
60,361,833,3332,56,4,1698012,83356,0,60
73,437,633,2533,85,3,2571909,63385,0,73
95,573,621,2486,82,32,2488596,62182,0,95
53,317,406,1626,55,62,1666086,40655,0,53
27,160,981,3923,49,42,1478226,98149,0,27
64,385,567,2266,29,6,889218,56729,0,64
20,119,68,272,88,53,2646159,6888,0,20
60,362,624,2497,41,31,1248093,62441,0,60
75,450,82,328,89,90,2692770,8289,0,75
11,65,480,1919,62,24,1863372,48062,0,11
17,105,905,3620,57,78,1715334,90557,0,17
68,406,72,287,28,13,860439,7228,0,68
29,174,638,2551,40,52,1208856,63840,0,29
8,48,294,1176,39,95,1172685,29439,0,8
31,185,880,3522,82,51,2469453,88082,0,31
50,298,736,2946,2,64,75192,73602,0,50
24,145,682,2727,0,10,7230,68200,0,24
61,364,204,815,70,29,2118387,20470,0,61
48,291,551,2204,47,15,1424445,55147,0,48
88,525,863,3450,86,39,2606517,86386,0,88
38,227,623,2492,22,61,671583,62322,0,38
81,484,425,1701,23,24,714372,42523,0,81
90,541,380,1522,40,31,1227093,38040,0,90
38,230,785,3141,58,30,1751490,78558,0,38
87,521,954,3815,81,72,2456316,95481,0,87
66,397,841,3364,17,49,529947,84117,0,66
43,259,518,2070,43,19,1302957,51843,0,43
1,7,954,3818,3,54,90462,95403,0,1
28,167,818,3272,77,73,2318619,81877,0,28
12,75,134,538,24,69,723807,13424,0,12
36,214,994,3976,62,6,1870818,99462,0,36
46,276,907,3626,72,33,2173899,90772,0,46
54,321,929,3715,49,45,1486335,92949,0,54
60,359,358,1430,41,78,1248234,35841,0,60
13,78,496,1984,42,1,1263903,49642,0,13
8,47,680,2720,88,11,2642433,68088,0,8
22,131,168,671,76,80,2286840,16876,0,22
63,381,782,3126,95,0,2868900,78295,0,63
33,198,838,3354,42,58,1270074,83842,0,33
40,239,456,1825,69,51,2082153,45669,0,40
59,351,448,1794,58,38,1757814,44858,0,59
11,69,944,3778,76,22,2283366,94476,0,11
55,327,438,1752,13,82,406746,43813,0,55
16,99,230,919,52,58,1564974,23052,0,16
2,9,126,504,34,33,1020699,12634,0,2
57,339,680,2721,57,42,1727226,68057,0,57
14,87,459,1834,59,56,1774368,45959,0,14
34,207,15,59,74,29,2230287,1574,0,34
51,307,742,2967,40,72,1215516,74240,0,51
13,77,773,3091,15,18,453954,77315,0,13
49,297,713,2854,92,31,2774793,71392,0,49
83,501,988,3951,30,56,925068,98830,0,83
43,257,283,1131,42,59,1273077,28342,0,43
49,296,21,82,97,42,2924826,2197,0,49
1,4,877,3509,62,99,1860597,87762,0,1
75,450,131,523,22,75,682725,13122,0,75
7,42,725,2898,19,18,572154,72519,0,7
90,539,417,1668,63,31,1917093,41763,0,90
54,323,137,549,46,35,1396305,13746,0,54
23,140,648,2590,80,48,2407044,64880,0,23
59,355,172,687,90,99,2717997,17290,0,59
19,114,371,1483,1,45,35835,37101,0,19
3,16,52,206,99,94,2971182,5299,0,3
55,332,745,2978,28,24,856572,74528,0,55
55,329,995,3980,49,95,1486785,99549,0,55
27,165,36,145,85,64,2558292,3685,0,27
16,99,410,1640,80,63,2404989,41080,0,16
26,155,890,3561,14,70,428010,89014,0,26
67,400,624,2497,17,88,530364,62417,0,67
63,375,330,1321,90,31,2718993,33090,0,63
26,159,519,2074,24,21,727863,51924,0,26
31,184,965,3862,20,15,609345,96520,0,31
24,147,163,652,92,61,2767383,16392,0,24
53,319,818,3272,8,53,256059,81808,0,53
6,36,938,3753,29,20,871860,93829,0,6
4,21,238,951,12,19,361257,23812,0,4
60,357,764,3055,28,14,858042,76428,0,60
1,6,146,583,66,36,1980408,14666,0,1
96,573,807,3229,67,41,2038923,80767,0,96
54,326,150,602,88,87,2656461,15088,0,54
86,517,897,3586,94,6,2845818,89794,0,86
76,459,58,230,71,31,2152893,5871,0,76
69,412,236,946,52,48,1580844,23652,0,69
13,79,542,2170,89,84,2674152,54289,0,13
63,375,792,3169,43,82,1309146,79243,0,63
91,549,795,3178,62,88,1887564,79562,0,91
13,76,104,415,40,12,1203936,10440,0,13
28,171,334,1335,20,47,608541,33420,0,28
3,15,521,2086,23,39,691017,52123,0,3
18,109,487,1948,80,82,2405646,48780,0,18
59,352,336,1345,71,98,2147994,33671,0,59
44,262,485,1942,9,71,283413,48509,0,44
21,125,240,959,25,7,756321,24025,0,21
9,53,859,3434,67,88,2012964,85967,0,9
38,230,36,145,43,90,1301670,3643,0,38
5,31,507,2027,26,51,781653,50726,0,5
77,463,17,67,23,0,713100,1723,0,77
32,194,850,3399,37,34,1119702,85037,0,32
12,70,449,1797,9,17,273651,44909,0,12
15,93,29,117,83,96,2494788,2983,0,15
91,546,572,2286,46,77,1407531,57246,0,91
79,474,35,138,6,31,203793,3506,0,79
72,431,751,3006,94,82,2841846,75194,0,72
14,81,0,1,47,38,1414314,47,0,14
12,74,507,2026,21,6,633618,50721,0,12
41,243,422,1690,46,63,1392489,42246,0,41
34,204,565,2260,41,93,1240479,56541,0,34
30,183,577,2306,20,1,609003,57720,0,30
34,202,400,1598,24,85,730455,40024,0,34
46,276,362,1450,17,86,524058,36217,0,46
73,438,963,3851,4,21,141963,96304,0,73
93,560,420,1681,94,34,2848002,42094,0,93
89,531,452,1809,98,85,2966955,45298,0,89
21,125,474,1897,13,49,396447,47413,0,21
83,500,241,966,33,54,1015062,24133,0,83
18,108,612,2446,95,2,2855406,61295,0,18
80,482,885,3538,94,58,2844174,88594,0,80
63,379,993,3970,6,3,198909,99306,0,63
81,488,390,1560,48,22,1464366,39048,0,81
17,105,530,2120,54,43,1625229,53054,0,17
3,16,95,378,85,94,2551182,9585,0,3
34,203,523,2093,90,44,2710332,52390,0,34
83,498,690,2762,64,43,1945029,69064,0,83
28,171,584,2334,72,2,2168406,58472,0,28
27,165,534,2136,61,60,1838280,53461,0,27
77,460,845,3379,53,90,1613370,84553,0,77
62,369,823,3293,65,45,1968735,82365,0,62
33,201,839,3358,10,9,309927,83910,0,33
63,375,618,2474,30,62,919086,61830,0,63
25,151,983,3931,69,45,2077635,98369,0,25
6,36,533,2134,5,45,151935,53305,0,6
76,454,208,834,89,92,2693076,20889,0,76
40,240,260,1039,51,95,1542285,26051,0,40
7,45,569,2277,71,7,2132121,56971,0,7
69,417,389,1557,86,41,2600823,38986,0,69
15,87,376,1506,80,33,2404599,37680,0,15
55,333,167,668,20,73,616719,16720,0,55
49,296,307,1229,27,19,824757,30727,0,49
5,32,8,31,75,77,2251731,875,0,5
42,251,7,28,51,91,1542873,751,0,42
95,571,746,2985,80,76,2428728,74680,0,95
21,126,385,1538,53,2,1596306,38553,0,21
53,320,416,1665,37,46,1126038,41637,0,53
48,286,537,2148,81,27,2444481,53781,0,48
90,541,349,1397,63,4,1917012,34963,0,90
27,163,134,534,9,42,278226,13409,0,27
42,254,679,2718,5,53,162759,67905,0,42
14,82,102,406,52,75,1564425,10252,0,14
45,272,90,359,94,56,2833668,9094,0,45
30,177,176,702,73,64,2199192,17673,0,30
40,237,350,1398,87,79,2622237,35087,0,40
89,537,519,2077,81,59,2456877,51981,0,89
16,93,837,3346,41,92,1235076,83741,0,16
49,292,620,2478,38,80,1154940,62038,0,49
1,4,72,286,60,91,1800573,7260,0,1
28,167,186,744,66,38,1988514,18666,0,28
4,27,590,2361,85,83,2551449,59085,0,4
9,55,123,491,82,19,2462757,12382,0,9
99,593,512,2047,61,33,1859799,51261,0,99
77,464,591,2365,4,55,143265,59104,0,77
50,303,526,2106,80,68,2415204,52680,0,50
0,3,708,2834,72,79,2160237,70872,0,0
99,592,415,1658,7,37,239811,41507,0,99
5,32,659,2636,22,11,661533,65922,0,5
1,3,727,2908,71,59,2130477,72771,0,1
61,367,147,589,99,41,2988423,14799,0,61
41,249,506,2024,42,26,1272378,50642,0,41
52,314,717,2867,27,79,825837,71727,0,52
93,560,241,963,63,87,1918161,24163,0,93
43,259,418,1674,32,16,972948,41832,0,43
76,457,91,366,72,31,2182893,9172,0,76
86,513,478,1911,2,26,85878,47802,0,86
9,53,698,2790,88,50,2642850,69888,0,9
47,281,511,2046,73,38,2204214,51173,0,47
14,83,638,2551,67,18,2014254,63867,0,14
54,321,22,89,13,94,406482,2213,0,54
59,355,405,1621,92,44,2777832,40592,0,59
25,150,846,3384,26,40,787620,84626,0,25
5,27,335,1341,78,25,2341575,33578,0,5
1,3,572,2289,56,79,1680537,57256,0,1
12,72,654,2618,31,43,933729,65431,0,12
76,454,216,863,96,53,2902959,21696,0,76
33,201,513,2053,57,26,1719978,51357,0,33
17,103,678,2713,92,90,2765370,67892,0,17
92,552,245,979,48,31,1467693,24548,0,92
45,267,107,427,72,45,2173635,10772,0,45
22,129,953,3813,1,70,36810,95301,0,22
37,221,113,451,35,54,1061262,11335,0,37
70,418,504,2017,19,78,591234,50419,0,70
30,179,27,110,38,47,1149141,2738,0,30
49,297,181,722,7,60,224880,18107,0,49
31,188,883,3533,40,48,1209444,88340,0,31
36,213,181,726,98,59,2950977,18198,0,36
90,538,65,262,40,14,1227042,6540,0,90
68,410,143,571,21,62,650586,14321,0,68
3,20,270,1082,61,57,1831071,27061,0,3
22,131,503,2012,36,56,1086768,50336,0,22
61,367,531,2122,43,21,1308363,53143,0,61
75,449,621,2484,22,96,682788,62122,0,75
96,577,79,314,81,21,2458863,7981,0,96
27,165,696,2785,16,51,488253,69616,0,27
17,105,396,1586,46,72,1385316,39646,0,17
71,423,165,662,40,21,1221363,16540,0,71
67,400,528,2113,34,90,1040370,52834,0,67
17,105,480,1918,72,75,2165325,48072,0,17
78,470,116,463,43,88,1313664,11643,0,78
12,73,780,3121,43,42,1293726,78043,0,12
56,335,362,1449,34,22,1036866,36234,0,56
94,564,381,1523,38,35,1168305,38138,0,94
54,322,274,1095,34,61,1036383,27434,0,54
75,453,592,2367,2,93,82779,59202,0,75
46,277,935,3742,49,72,1484016,93549,0,46
39,237,923,3693,23,92,701976,92323,0,39
34,204,529,2114,22,32,670296,52922,0,34
69,411,159,635,62,34,1880802,15962,0,69
45,269,46,183,28,97,853791,4628,0,45
55,328,525,2098,87,97,2626791,52587,0,55
94,562,936,3745,13,53,418359,93613,0,94
28,167,638,2554,80,52,2408556,63880,0,28
9,57,383,1530,86,43,2582829,38386,0,9
85,507,628,2511,71,44,2155632,62871,0,85
10,58,206,825,37,22,1113066,20637,0,10
94,565,358,1433,2,23,88269,35802,0,94
71,428,569,2275,79,10,2391330,56979,0,71
3,19,895,3579,84,26,2520978,89584,0,3
4,23,718,2872,68,76,2041428,71868,0,4
2,13,436,1745,91,68,2730804,43691,0,2
12,69,978,3914,80,13,2403639,97880,0,12
17,102,675,2700,30,78,905334,67530,0,17
29,173,23,91,66,41,1988823,2366,0,29
89,534,703,2813,74,68,2246904,70374,0,89
61,367,791,3165,90,3,2718309,79190,0,61
37,225,908,3631,17,29,521187,90817,0,37
97,582,575,2300,26,26,809178,57526,0,97
86,515,255,1019,95,61,2875983,25595,0,86
3,17,44,175,30,18,900954,4430,0,3
61,366,341,1366,19,88,588564,34119,0,61
87,524,119,474,64,22,1946166,11964,0,87
51,303,747,2989,17,46,525438,74717,0,51
68,409,13,51,95,68,2870604,1395,0,68
9,55,908,3630,72,99,2162997,90872,0,9
79,474,618,2472,47,15,1433745,61847,0,79
1,7,899,3595,41,94,1230582,89941,0,1
19,111,222,888,60,33,1805799,22260,0,19
1,7,728,2914,96,78,2880534,72896,0,1
98,589,74,295,30,64,929592,7430,0,98
83,496,711,2842,9,68,295104,71109,0,83
71,428,703,2810,41,8,1251324,70341,0,71
7,42,759,3036,81,26,2432178,75981,0,7
60,357,291,1164,4,39,138117,29104,0,60
58,349,263,1052,99,25,2987475,26399,0,58
13,78,60,241,71,16,2133948,6071,0,13
24,142,803,3211,77,57,2317371,80377,0,24
58,345,620,2482,65,68,1967604,62065,0,58
74,445,20,78,51,18,1552254,2051,0,74
70,421,11,43,62,97,1881291,1162,0,70
99,596,620,2479,35,17,1079751,62035,0,99
9,52,27,107,42,23,1262769,2742,0,9
75,447,6,23,1,46,52638,601,0,75
35,207,374,1494,92,12,2770536,37492,0,35
63,377,587,2350,49,17,1488951,58749,0,63
65,391,776,3105,42,38,1279614,77642,0,65
20,123,472,1888,41,90,1236270,47241,0,20
11,66,916,3666,55,0,1653300,91655,0,11
14,87,661,2644,52,33,1564299,66152,0,14
11,64,683,2734,30,78,903534,68330,0,11
71,429,376,1506,2,8,81324,37602,0,71
24,147,571,2285,88,26,2647278,57188,0,24
45,271,783,3132,46,96,1393788,78346,0,45
70,417,522,2089,72,47,2181141,52272,0,70
79,471,122,487,44,22,1343766,12244,0,79
7,41,704,2814,56,19,1682157,70456,0,7
32,192,489,1956,89,75,2679825,48989,0,32
58,347,165,661,83,69,2507607,16583,0,58
91,547,839,3354,25,44,777432,83925,0,91
23,138,817,3268,16,84,487152,81716,0,23
56,339,157,627,10,81,317043,15710,0,56
23,138,892,3569,92,56,2767068,89292,0,23
35,207,114,454,84,56,2530668,11484,0,35
93,555,698,2791,60,45,1828035,69860,0,93
92,551,665,2660,74,8,2247624,66574,0,92
74,442,980,3919,43,31,1312293,98043,0,74
53,316,795,3179,25,16,765948,79525,0,53
23,137,862,3446,36,94,1087182,86236,0,23
62,372,195,779,85,90,2568870,19585,0,62
9,55,773,3094,62,46,1862838,77362,0,9
86,516,127,510,12,64,385992,12712,0,86
68,405,768,3070,60,62,1820586,76860,0,68
90,540,716,2862,66,96,2007288,71666,0,90
58,345,279,1118,32,33,977499,27932,0,58
44,262,471,1882,3,2,103206,47103,0,44
26,155,939,3754,10,69,308007,93910,0,26
59,357,839,3354,67,70,2027910,83967,0,59
12,75,181,724,60,56,1803768,18160,0,12
12,75,327,1307,20,2,603606,32720,0,12
60,357,22,89,31,53,948159,2231,0,60
86,517,380,1519,3,32,115896,38003,0,86
73,440,914,3655,14,84,442152,91414,0,73
1,3,681,2724,60,66,1800498,68160,0,1
67,400,236,945,47,80,1430340,23647,0,67
26,156,567,2270,82,8,2467824,56782,0,26
0,-2,99,396,69,78,2070234,9969,0,0
25,150,706,2822,35,21,1057563,70635,0,25
62,375,898,3591,75,64,2268792,89875,0,62
97,581,342,1369,2,92,89376,34202,0,97
95,573,437,1749,32,46,988638,43732,0,95
58,351,525,2102,0,3,17409,52500,0,58
74,445,993,3971,61,34,1852302,99361,0,74
78,470,859,3436,88,13,2663439,85988,0,78
94,564,799,3196,10,22,328266,79910,0,94
71,425,759,3034,20,22,621366,75920,0,71
9,57,350,1402,46,35,1382805,35046,0,9
72,430,605,2421,59,21,1791663,60559,0,72
87,520,43,174,19,81,596343,4319,0,87
33,198,571,2285,42,3,1269909,57142,0,33
57,343,95,382,96,52,2897256,9596,0,57
25,150,229,918,76,54,2287662,22976,0,25
7,45,481,1925,84,90,2522370,48184,0,7
51,304,86,343,17,15,525345,8617,0,51
80,479,441,1763,75,61,2274183,44175,0,80
79,477,183,731,41,52,1253856,18341,0,79
41,244,691,2765,52,76,1572528,69152,0,41
30,180,740,2960,86,82,2589246,74086,0,30
93,561,968,3872,85,17,2577951,96885,0,93
58,348,592,2368,0,72,17616,59200,0,58
0,-1,16,65,41,80,1230240,1641,0,0
77,464,884,3534,35,76,1073328,88435,0,77
75,452,878,3513,60,37,1822611,87860,0,75
76,456,895,3580,46,77,1403031,89546,0,76
68,410,618,2471,6,56,200568,61806,0,68
7,39,153,610,30,79,902337,15330,0,7
47,279,55,222,23,93,704379,5523,0,47
36,217,14,55,9,38,280914,1409,0,36
22,131,171,683,60,9,1806627,17160,0,22
23,140,515,2060,71,61,2137083,51571,0,23
66,394,27,106,22,54,679962,2722,0,66
21,128,786,3145,23,25,696375,78623,0,21
29,171,112,449,84,64,2528892,11284,0,29
85,511,669,2678,48,39,1465617,66948,0,85
84,501,373,1491,79,2,2395206,37379,0,84
66,398,968,3872,81,95,2450085,96881,0,66
2,12,459,1837,27,85,810855,45927,0,2
55,328,255,1020,32,45,976635,25532,0,55
48,286,947,3786,11,68,344604,94711,0,48
10,60,882,3529,24,60,723180,88224,0,10
99,592,911,3643,25,61,779883,91125,0,99
77,462,222,887,97,68,2933304,22297,0,77
36,216,487,1946,6,48,190944,48706,0,36
92,550,818,3273,64,65,1947795,81864,0,92
78,470,871,3483,47,81,1433643,87147,0,78
11,66,754,3014,53,13,1593339,75453,0,11
91,547,365,1458,41,9,1257327,36541,0,91
21,124,430,1720,93,56,2796468,43093,0,21
64,382,175,702,41,79,1249437,17541,0,64
21,124,96,385,28,47,846441,9628,0,21
35,207,413,1653,87,36,2620608,41387,0,35
75,451,260,1041,64,92,1942776,26064,0,75
58,346,295,1182,96,64,2897592,29596,0,58
99,593,208,831,67,7,2039721,20867,0,99
24,142,291,1164,84,25,2527275,29184,0,24
58,349,911,3646,30,8,917424,91130,0,58
58,348,77,310,65,98,1967694,7765,0,58
15,92,377,1508,23,6,694518,37723,0,15
77,462,396,1585,62,96,1883388,39662,0,77
85,509,930,3718,23,36,715608,93023,0,85
71,426,674,2698,48,67,1461501,67448,0,71
24,143,12,48,91,80,2737440,1291,0,24
26,153,796,3183,19,42,577926,79619,0,26
12,70,548,2194,82,74,2463822,54882,0,12
36,218,567,2268,52,26,1570878,56752,0,36
61,367,582,2326,95,3,2868309,58295,0,61
91,544,701,2806,76,29,2307387,70176,0,91
46,279,181,726,0,46,13938,18100,0,46
17,103,776,3103,46,37,1385211,77646,0,17
68,405,889,3554,35,43,1070529,88935,0,68
36,216,282,1130,56,65,1690995,28256,0,36
69,411,136,544,78,10,2360730,13678,0,69
17,101,481,1922,5,7,155121,48105,0,17
13,75,749,2994,27,12,813936,74927,0,13
82,489,44,177,89,47,2694741,4489,0,82
96,573,432,1727,50,40,1528920,43250,0,96
92,550,848,3390,57,68,1737804,84857,0,92
26,157,970,3880,32,99,968097,97032,0,26
93,559,76,302,46,27,1407981,7646,0,93
75,452,503,2010,75,0,2272500,50375,0,75
75,447,803,3214,13,26,412578,80313,0,75
14,81,881,3522,24,69,724407,88124,0,14
88,528,810,3238,5,53,176559,81005,0,88
62,373,516,2064,89,0,2688600,51689,0,62
11,69,115,460,73,77,2193531,11573,0,11
61,363,115,461,68,56,2058468,11568,0,61
71,425,805,3222,74,88,2241564,80574,0,71
51,308,76,305,49,54,1485462,7649,0,51
28,166,33,131,41,38,1238514,3341,0,28
72,432,465,1861,29,21,891663,46529,0,72
66,394,516,2062,89,35,2689905,51689,0,66
4,25,453,1812,28,22,841266,45328,0,4
76,456,783,3130,64,24,1942872,78364,0,76
11,64,645,2581,36,51,1083453,64536,0,11
95,567,411,1644,95,80,2878740,41195,0,95
33,199,766,3065,33,60,1000080,76633,0,33
28,170,570,2278,26,28,788484,57026,0,28
57,344,409,1634,6,21,197163,40906,0,57
51,305,378,1511,98,34,2955402,37898,0,51
42,252,682,2730,16,59,492777,68216,0,42
15,89,270,1078,9,14,274542,27009,0,15
61,365,702,2809,48,18,1458354,70248,0,61
82,495,114,454,3,13,114639,11403,0,82
83,498,719,2877,24,6,744918,71924,0,83
29,171,41,162,74,39,2228817,4174,0,29
15,89,447,1787,83,42,2494626,44783,0,15
40,240,736,2942,40,7,1212021,73640,0,40
17,99,337,1349,63,2,1895106,33763,0,17
87,519,164,654,0,9,26127,16400,0,87
20,119,23,94,70,73,2106219,2370,0,20
93,559,383,1531,9,30,297990,38309,0,93
31,187,859,3436,65,29,1959387,85965,0,31
21,124,575,2301,79,25,2376375,57579,0,21
66,394,39,155,56,95,1700085,3956,0,66
5,30,120,482,18,48,541644,12018,0,5
10,60,825,3302,88,42,2643126,82588,0,10
39,236,116,463,52,24,1571772,11652,0,39
2,13,332,1327,46,44,1380732,33246,0,2
93,558,933,3731,89,63,2698089,93389,0,93
86,514,375,1501,19,58,595974,37519,0,86
2,10,855,3421,64,60,1920780,85564,0,2
60,363,200,802,34,34,1038102,20034,0,60
33,196,486,1945,67,2,2019906,48667,0,33
81,483,437,1746,30,50,924450,43730,0,81
26,155,756,3022,81,60,2437980,75681,0,26
60,362,79,318,18,38,558114,7918,0,60
93,559,283,1130,83,47,2518041,28383,0,93
13,79,447,1790,75,18,2253954,44775,0,13
66,394,120,479,14,58,439974,12014,0,66
59,357,893,3573,57,99,1727997,89357,0,59
73,435,82,327,36,86,1102158,8236,0,73
88,530,448,1792,60,60,1826580,44860,0,88
17,103,236,946,15,60,455280,23615,0,17
9,51,646,2586,69,39,2072817,64669,0,9
77,461,475,1899,15,69,473307,47515,0,77
29,171,319,1278,16,4,488712,31916,0,29
96,579,343,1373,46,74,1409022,34346,0,96
53,318,981,3924,59,80,1786140,98159,0,53
82,493,346,1382,67,96,2034888,34667,0,82
71,428,516,2063,20,39,621417,51620,0,71
48,287,347,1389,5,38,164514,34705,0,48
38,231,416,1662,61,99,1841697,41661,0,38
65,390,364,1454,4,67,139701,36404,0,65
66,394,595,2382,59,10,1789830,59559,0,66
31,183,186,746,52,8,1569324,18652,0,31
35,213,811,3243,2,55,70665,81102,0,35
68,408,350,1400,77,15,2330445,35077,0,68
34,207,441,1765,79,30,2380290,44179,0,34
11,64,18,71,58,83,1743549,1858,0,11
68,406,340,1360,33,16,1010448,34033,0,68
16,96,922,3686,88,22,2644866,92288,0,16
36,214,270,1080,25,89,761067,27025,0,36
33,197,374,1495,84,9,2529927,37484,0,33
39,232,127,510,40,6,1211718,12740,0,39
83,499,338,1351,51,10,1554930,33851,0,83
83,496,764,3055,77,14,2334942,76477,0,83
32,189,159,636,29,27,879681,15929,0,32
82,491,890,3559,37,68,1134804,89037,0,82
17,104,321,1282,99,28,2975184,32199,0,17
62,375,7,28,27,76,828828,727,0,62
24,143,842,3366,7,60,217380,84207,0,24
97,583,75,301,95,85,2879355,7595,0,97
76,456,456,1823,22,4,682812,45622,0,76
57,339,245,979,17,47,527241,24517,0,57
2,11,515,2062,29,59,870777,51529,0,2
23,136,192,768,43,38,1297014,19243,0,23
63,376,133,531,0,48,19044,13300,0,63
72,432,568,2270,97,49,2931747,56897,0,72
16,96,298,1194,87,46,2614938,29887,0,16
20,122,846,3385,60,56,1806168,84660,0,20
44,265,11,45,74,65,2233395,1174,0,44
86,519,744,2976,18,80,566040,74418,0,86
79,471,701,2805,35,25,1073775,70135,0,79
70,423,870,3479,25,0,771000,87025,0,70
6,33,534,2136,59,22,1771866,53459,0,6
97,581,981,3926,0,91,29373,98100,0,97
60,359,262,1050,67,99,2028297,26267,0,60
83,497,573,2294,71,19,2154957,57371,0,83
85,512,932,3728,23,95,715785,93223,0,85
14,87,109,438,96,10,2884230,10996,0,14
42,253,317,1266,19,12,582636,31719,0,42
27,161,298,1193,44,55,1328265,29844,0,27
